,listing_id,comme_min_distance,comme_no_1km,comme_no_3km,gov-m_min_distance,gov-m_no_1km,gov-m_no_3km,shopp_min_distance,shopp_no_1km,shopp_no_3km,secon_min_distance,secon_no_1km,secon_no_3km,prima_min_distance,prima_no_1km,prima_no_3km,train_min_distance,train_no_1km,train_no_3km
13,2412804,1.5366531203218083,0,3,0.3325248217538035,5,14,0.4125198085646516,1,10,0.1206851796901363,7,23,0.504972858870521,5,29,0.1361389422368678,1,13
14,8972716,1.5005651435020035,0,3,0.3991072420482274,6,14,0.2171032919382679,1,11,0.1813143617691389,8,23,0.4513153721484908,7,31,0.2065870867471886,2,13
15,2882890,1.4941406859608,0,3,0.2759261956749717,3,28,0.602522301317864,2,48,0.1549742563227135,3,14,0.9087324000993924,1,21,0.5490630885868973,3,39
16,1923356,0.4319886671202427,1,3,0.2692118800025764,7,33,0.0921049791799222,19,66,1.1387761610585545,0,10,0.9464610376850116,1,15,0.0918256311481904,13,36
17,4865386,3.1910816429529185,0,0,2.3328663915352474,0,11,1.8487745340840875,0,9,2.561883474670416,0,2,2.2569226580787687,0,4,1.9726576019986808,0,10
18,1598765,0.4879331016965149,2,5,0.3961441549155284,5,44,0.1015307938116085,24,72,0.6060247506566621,1,18,0.5142483846575009,2,25,0.2452313106425631,15,43
19,8924310,0.2176049684743548,2,4,0.5983268237333745,9,39,0.0050498838241348,29,70,0.4414725260034924,1,17,0.8591089801016306,2,22,0.1064684679400285,19,42
20,3335531,1.8227443886082284,0,3,0.3850043838807013,9,32,0.714505425706386,4,65,0.5547484019768933,2,9,0.1937903785497187,4,15,0.6908128638042142,3,34
21,1681309,2.6751196586678283,0,1,1.4659130780551255,0,4,0.2745958711607932,7,18,0.4494259597571968,6,22,0.4941104889912186,5,26,0.1698582907862676,10,23
22,9391330,0.5417415829432723,1,7,0.1063305632375021,7,28,0.1722147362839127,3,33,0.8327072340192951,1,22,0.8019578285289616,2,19,0.1022439420355204,4,23
23,9313733,1.0506054329071717,0,4,0.2168142699962721,13,34,0.2061708894601147,12,71,0.2939742833494808,1,11,0.4911023748176641,4,19,0.1664718257508578,9,39
24,8846122,0.3505702168095221,4,7,0.7811872696690865,4,30,0.8254692016228915,3,21,1.126239775058386,0,17,1.050720464554343,0,15,0.654765511271292,4,18
25,8453847,1.7628747905343105,0,3,0.6625512746630231,4,27,0.2661766465583596,2,37,0.8713298107698132,1,7,0.8722242103537405,2,10,0.3472935696690631,2,21
26,6932548,1.4990413387127075,0,8,0.5402825972323951,3,45,0.2933877446734411,24,74,0.8043067466951795,2,17,0.637244133394472,2,25,0.3609315386987147,3,46
27,8207021,0.6957317697509429,1,2,0.4551318842341244,7,29,0.0451725743325388,11,65,1.2987086307281577,0,8,0.9313834920852658,1,12,0.1090324704285634,9,35
28,7119720,0.969887805373302,1,5,0.314276723418636,9,40,0.3639501679433289,26,73,0.3751172358928313,3,14,0.1661963929585101,3,22,0.5112985438566334,8,44
29,4607997,1.3640405770148365,0,6,1.3818108827403512,0,10,0.4432642929918559,4,20,0.3685191011194857,2,24,0.4896703156792196,5,37,0.2216747156849096,10,36
30,7569205,1.0497549756519102,0,5,0.457479198492749,2,47,0.1953382593924169,30,70,0.9353537336930172,2,22,0.3670323410627434,4,29,0.361283609813864,5,49
31,6532392,1.3466955437267771,0,7,0.7086075024100756,3,39,0.0902490261889009,1,47,0.2494992552034644,4,33,0.3162108107185687,6,41,0.0519856709459896,4,43
32,9160807,1.470572716119572,0,6,0.1027956811789161,11,41,0.2867808550268537,8,71,0.4442026333636002,3,12,0.4342828773882521,3,20,0.3099008556963398,4,44
33,7816877,0.9798303264813258,1,7,0.0830882317788213,1,26,0.7019091555779343,2,12,1.5980707799081018,0,13,1.180702612113894,0,11,0.0517233684672409,3,14
34,1419570,0.6619178669831377,1,5,0.2042965102150784,3,18,0.210347159462076,5,23,0.3707657420832159,6,32,0.312951736274498,4,46,0.1994087921866448,2,35
35,9242840,1.187323366611592,0,5,0.4941034546867309,6,48,0.2489179335388553,27,74,0.921951923357338,2,16,0.4009059455086036,4,25,0.340687555164838,6,48
36,6038175,2.3602544500596774,0,2,0.5838548519529068,1,3,0.2299821194508827,4,12,0.319317894651603,5,17,0.550204288920802,7,25,0.2439309219676105,3,8
37,7084654,0.920386714592539,1,7,0.999506735623483,1,37,0.8812259307705446,2,31,0.1047287063501322,6,34,0.1886954150184104,3,45,0.1470492426572381,5,33
38,1432240,0.3215362727396029,1,5,0.2716329187026487,3,41,0.1743990701703119,19,70,0.4956674904760581,1,27,0.3484480983243651,6,34,0.3182344884662509,4,51
39,5125268,0.6957317697509429,1,2,0.4551318842341244,7,29,0.0451725743325388,11,65,1.2987086307281577,0,8,0.9313834920852658,1,12,0.1090324704285634,9,35
40,2997568,0.9644854523313356,1,7,0.7401637794300358,1,48,0.6911635070933776,15,70,0.3463070424348276,3,25,0.3463070424348276,3,30,0.3637788127049966,3,47
41,5445336,1.6171079609739376,0,4,0.5728261814418982,1,13,0.6196398601390104,3,22,1.1323695220488716,0,26,0.1706606257915274,3,22,0.5790232590953002,1,24
42,8805829,0.990864107617222,1,7,1.689707138604631,0,8,1.4357719435019924,0,13,0.4840361844352592,3,17,0.4387919586250384,2,24,0.9162577564134664,1,10
43,5071861,0.6582894209969206,1,2,0.4488316694514089,7,30,0.0509053490044951,12,65,1.3036730903761724,0,7,0.9596766608057676,1,12,0.1023053833658121,9,35
44,2754813,0.8410573694085891,1,7,0.1994222517900657,9,35,0.6989228214677263,5,50,0.1691138701201496,2,25,0.1691138701201496,4,39,0.2168395066917579,8,40
45,1938182,0.7651923150978268,1,7,0.3467878807330052,11,32,0.5843219931808145,6,49,0.253303192441784,3,20,0.253303192441784,4,32,0.1746203136144864,9,38
46,6001170,1.7628747905343105,0,3,0.6625512746630231,4,27,0.2661766465583596,2,37,0.8713298107698132,1,7,0.8722242103537405,2,10,0.3472935696690631,2,21
47,7759356,2.0463569268540795,0,3,0.5966371882318398,4,16,1.033582450021605,0,17,0.3594430365852402,5,20,0.2425449354650989,2,27,0.8287265809910421,1,13
48,5837628,0.8811532552188374,1,6,1.01543853245678,0,44,0.5151898686583753,2,38,0.3519150668580147,6,35,0.3465389585332247,4,45,0.06447531503863,4,38
49,4155203,0.7101586593645448,2,7,0.349597302317065,1,27,0.7869975890201755,3,15,1.5132230510203264,0,13,1.269140520820828,0,12,0.3102733396785452,3,16
50,7875480,1.2180098473016605,0,7,0.7943380301565872,1,50,0.2887112493125076,20,71,0.7049862388720373,3,22,0.7049862388720373,3,29,0.5435306301251998,3,47
51,5413784,0.4917786044426146,1,3,0.4450709857796983,7,32,0.0591268123891076,17,66,1.316930538588322,0,8,1.076480138393722,0,13,0.1489949470947706,11,36
52,8390262,2.262567405492589,0,5,0.3976095697863059,1,16,0.1990357367273333,4,18,0.3998824091563389,1,23,0.3567272188490414,2,22,0.2431794868357529,2,20
53,5689201,0.1273489331778449,1,5,1.4204403098986584,0,5,0.7078225837655385,4,18,0.1526819221424336,4,27,0.466265169928862,7,38,0.5075496661243601,5,37
54,5665357,0.5316120667261972,1,5,0.0821540078364621,3,43,0.2973968326116848,29,71,0.5970200169046802,1,27,0.2394220767633159,6,35,0.2017130598258206,6,49
55,2806568,1.1470202847833049,0,8,0.1357620501348404,5,29,0.7975566412347372,1,44,0.5139125781970002,3,22,0.4573174736073018,2,24,0.2862053399687908,5,26
56,8257981,0.8144188031829741,1,5,0.4886927174267672,8,44,0.3935061121702591,32,73,0.6269843764104633,2,14,0.1936531531169261,3,23,0.3435326646136784,9,46
57,8846036,0.3462858780760703,1,4,0.504529515393627,5,43,0.1489103782213349,36,70,0.1517142269276822,1,19,0.3221527511075698,5,28,0.0861625739555959,13,48
58,1113014,1.257198534682287,0,7,0.8264182641125363,1,49,0.2553979802602771,20,71,0.7328270852725968,3,22,0.7328270852725968,3,29,0.5343917919100614,3,46
59,9357059,2.6753639965736293,0,4,0.4679307920560682,5,18,0.6579133929502056,3,22,0.3108599523915675,2,22,0.6806797994080493,4,26,0.6616925207264678,1,14
60,9087282,1.8227443886082284,0,3,0.3850043838807013,9,32,0.714505425706386,4,65,0.5547484019768933,2,9,0.1937903785497187,4,15,0.6908128638042142,3,34
61,6968484,1.3569388956530404,0,3,0.3554368329099523,10,31,0.2306956950368863,4,67,0.7171462188828165,1,7,0.1202098657272968,3,15,0.3330176037995705,4,33
62,6417650,1.6171079609739376,0,4,0.5728261814418982,1,13,0.6196398601390104,3,22,1.1323695220488716,0,26,0.1706606257915274,3,22,0.5790232590953002,1,24
63,2679634,1.3569388956530404,0,3,0.3554368329099523,10,31,0.2306956950368863,4,67,0.7171462188828165,1,7,0.1202098657272968,3,15,0.3330176037995705,4,33
64,4690585,1.0725727934825615,0,8,0.2347050041845556,5,30,0.7153790722578446,1,44,0.5913786173703874,4,21,0.5230091148537632,1,21,0.3783156559690241,4,25
65,3791127,1.4074051675340655,0,6,0.823700025993726,1,15,0.9169626336549423,3,18,1.1172992353893356,0,21,0.448298174414163,2,22,0.904358996548882,1,18
66,3394015,1.5698712433243165,0,3,0.352311434042881,5,14,0.5159714002079584,1,10,0.1173378356932216,7,21,0.472444114860895,4,27,0.2182318511094772,1,13
67,9728780,1.751261250807628,0,5,1.315883660067918,0,15,0.5159412509215208,1,15,0.5633532369676796,4,19,0.7430180136692719,2,18,0.2147729182594728,3,17
68,7229170,0.5795463060974202,1,7,0.2701019487751634,6,34,0.4893581336913822,2,45,0.5279087221255448,4,23,0.1275436700551089,3,21,0.0609005743987007,3,27
69,9353828,1.19683025391666,0,8,0.9394119770438372,1,44,0.7665614111316394,7,66,0.2505788399734831,3,25,0.2505788399734831,2,31,0.1535257644353886,3,43
70,6265370,0.8123645131067493,1,5,0.5779559341091811,7,46,0.3024745548256458,30,72,0.7171731838632799,2,14,0.2499798481346741,3,23,0.2529836951028818,8,47
71,5817585,0.5166502240828162,1,6,1.037763345230089,0,40,0.4662984313887093,3,37,0.2806571977194293,7,33,0.2916229608466293,7,45,0.3905613462564257,5,34
72,1236878,0.5700633439967537,1,4,0.1538942006278214,2,13,0.3249263980210274,6,14,0.3541675633599525,6,22,0.4130150829197399,9,31,0.4748893515231618,4,14
73,7115005,0.821691618426648,1,7,0.5650786854241266,1,47,0.5942566231664971,20,71,0.3602339886166879,3,25,0.2840863237387286,4,30,0.4289158251708231,4,48
74,7223843,0.4761477928723815,1,5,0.1753585592046725,3,43,0.3637371729941012,27,71,0.4164250800671903,3,26,0.390614534471189,7,33,0.1404400307248906,6,49
75,7058537,1.2180098473016605,0,7,0.7943380301565872,1,50,0.2887112493125076,20,71,0.7049862388720373,3,22,0.7049862388720373,3,29,0.5435306301251998,3,47
76,2444242,1.0379643898292576,0,6,0.1434743061298767,8,42,0.1513172905130195,14,74,0.9169900629308796,1,26,0.3747606703361622,5,31,0.3041282130955024,12,52
77,4483430,0.4879331016965149,2,5,0.3961441549155284,5,44,0.1015307938116085,24,72,0.6060247506566621,1,18,0.5142483846575009,2,25,0.2452313106425631,15,43
78,6804904,0.2291198834447782,4,7,0.421552019974395,6,28,0.1821874102569527,3,23,0.3495792961388866,3,21,0.4903392435853642,2,18,0.2596367807407069,6,22
79,6007284,2.087692549168895,0,2,1.1566730083081391,0,3,0.4196569086919167,3,12,0.7742363967771222,3,16,0.4321966351927556,4,24,0.3979073173439235,2,8
80,5687067,0.9793154745534798,1,5,0.5646336317043033,3,14,0.4516544958223579,5,22,0.4655886921319724,6,32,0.39387873891351,8,46,0.4618087246804618,2,39
81,2827153,0.9875914913319288,1,6,0.4811089115956372,4,24,0.7357359400245784,3,21,0.4547272083700579,4,37,0.4740740785226591,4,46,0.8722540656515334,1,32
82,7313306,0.4052657538991616,1,5,0.3011043620184381,10,34,0.2303462641276282,5,42,0.3323184763169216,5,21,0.3323184763169216,4,30,0.339121220364082,6,35
83,8062263,1.0519979102564931,0,8,0.3265714843720002,5,15,0.4063489690078418,3,17,0.3123961532232191,4,17,0.2501467079874088,4,16,0.5518460441794503,1,15
84,4081396,0.5558518664306986,2,2,0.6323212501091728,1,12,0.1693384185002535,4,19,0.3907542414906622,3,26,0.4172083073878502,3,24,0.1655145021133265,2,13
85,7190174,1.0725727934825615,0,8,0.2347050041845556,5,30,0.7153790722578446,1,44,0.5913786173703874,4,21,0.5230091148537632,1,21,0.3783156559690241,4,25
86,2852197,1.094531487333423,0,6,0.886242661886221,2,37,0.9774193886924016,1,29,0.1069787684136465,5,34,0.3986524041025926,3,42,0.3295660468315988,4,30
87,8045191,1.0506054329071717,0,4,0.2168142699962721,13,34,0.2061708894601147,12,71,0.2939742833494808,1,11,0.4911023748176641,4,19,0.1664718257508578,9,39
88,2891239,0.9541937157458076,1,5,0.4081916157686548,8,42,0.3295884788168986,30,73,0.5827906169202949,3,14,0.0625269549767219,3,22,0.4164726602559591,10,46
89,7527705,0.907211942350474,1,5,0.1601717813893796,5,43,0.1885892155617992,21,80,0.9393814108023828,1,17,0.4077672807250095,1,27,0.1169093293367017,14,47
90,1769740,2.6449101342623123,0,2,1.2279072764781604,0,4,0.0966574522394137,2,23,0.4753562189029973,4,22,0.4095685072973784,3,27,0.2777875636831263,3,25
91,8445188,0.4778545133800809,2,6,0.7616871215957016,7,36,0.1315633604330526,6,65,0.3962515468799956,2,32,0.1024539333990837,6,36,0.4484604752750861,4,44
92,4092252,1.5032890294746564,0,8,0.9009302908843192,2,47,0.1241002607403519,23,74,1.032971593000113,0,19,0.9541507254103908,3,26,0.32598984659573,3,48
93,1586834,0.519888688968802,2,5,0.3708761802349896,10,39,0.0202877032719737,30,71,0.613973952483757,2,13,0.6001684359371954,2,20,0.0724806120027206,12,42
94,4381417,1.43615237528057,0,3,0.5113363600230391,1,3,1.0298551728364516,0,8,0.3081858650464065,3,13,0.5501989609894397,4,16,1.0332958648007815,0,9
95,1801155,0.084325085072313,1,5,1.4092629280497533,0,6,0.6578657356614591,3,18,0.097179349680772,4,28,0.4244479363818901,6,39,0.5825143286304318,5,39
96,7056870,0.8670175638572065,1,6,0.2877063686899645,8,33,0.6842348882543771,7,54,0.3880810414746256,5,20,0.338991112672396,3,30,0.3517977035920486,6,40
97,8447875,1.19683025391666,0,8,0.9394119770438372,1,44,0.7665614111316394,7,66,0.2505788399734831,3,25,0.2505788399734831,2,31,0.1535257644353886,3,43
98,4194272,1.278742301326906,0,7,0.4661555991419737,5,46,0.2974286958813914,26,73,0.8790471808598928,2,17,0.4462715441944939,3,25,0.337865141895651,5,47
99,6430293,1.243750939794598,0,2,0.5558542079769692,4,26,0.9062532761862794,3,18,0.671667582170693,3,25,0.4851747476787885,8,27,0.3153896692238538,2,20
100,1730499,1.6171079609739376,0,4,0.5728261814418982,1,13,0.6196398601390104,3,22,1.1323695220488716,0,26,0.1706606257915274,3,22,0.5790232590953002,1,24
101,6653026,0.3785299641957141,2,5,0.1245221724491826,6,36,0.4253875142799969,4,56,0.417364636982643,6,32,0.0823645353859383,8,40,0.1816067427021394,5,36
102,6388382,0.5631378094698902,2,5,0.2901714146677989,5,44,0.1427977467543881,23,73,0.6102460489788261,1,19,0.3237243044636847,2,27,0.1232480744965695,13,47
103,5433116,1.1466880095867862,0,3,0.6327235413551788,2,29,1.044382196516299,0,25,0.3080541494577244,1,30,0.300642982014751,4,33,0.4266797524803856,5,24
104,2345673,1.44923942312302,0,7,0.7891172735676338,2,48,0.0733614205938844,23,75,1.0766185872966108,0,18,0.7918848051276128,3,26,0.1533701537488227,3,49
105,2215937,0.5242861753207227,1,5,0.369024167528531,9,32,0.344721842152295,5,43,0.4206602091718353,5,20,0.1485023306255904,3,29,0.3482781642191578,6,34
106,1294745,1.5032890294746564,0,8,0.9009302908843192,2,47,0.1241002607403519,23,74,1.032971593000113,0,19,0.9541507254103908,3,26,0.32598984659573,3,48
107,4401405,2.1010929318155527,0,2,1.1088637801055805,0,3,0.3810456040495864,3,12,0.7602556565278091,2,16,0.4591147712380531,4,24,0.3555895731502055,2,8
108,1426356,0.9722366690038682,1,7,0.1591079193910816,9,35,0.8294048848060651,2,51,0.2878935957141377,2,26,0.2878935957141377,4,37,0.3123209990789137,8,41
109,5695325,0.4999180871565481,1,5,0.4236662648172331,2,17,0.4541986377770116,4,18,0.3240265510219288,5,32,0.2654771834215033,5,46,0.4543770247974991,2,35
110,2434614,0.4761477928723815,1,5,0.1753585592046725,3,43,0.3637371729941012,27,71,0.4164250800671903,3,26,0.390614534471189,7,33,0.1404400307248906,6,49
111,7616417,0.2176049684743548,2,4,0.5983268237333745,9,39,0.0050498838241348,29,70,0.4414725260034924,1,17,0.8591089801016306,2,22,0.1064684679400285,19,42
112,5757251,2.834906714140093,0,1,2.055491641131851,0,12,1.9130163898915888,0,13,2.5329882157754,0,2,2.018687985533083,0,4,2.041834787556788,0,13
113,9480349,0.5032550278087177,2,4,0.862962131204546,1,13,0.3903223908574956,3,16,0.2339630914225688,2,21,0.2934368927533435,4,29,0.2438101586294717,3,12
114,9443025,0.6973462537697013,1,7,1.2402241988593214,0,15,0.0672728083687308,3,20,0.6866713282688681,1,34,0.4183498490387012,3,42,0.6131599704247245,3,31
115,5185451,0.937995633449574,1,7,0.616295114135169,1,49,0.5247042567200265,19,73,0.4876680676390481,3,25,0.4116323349701871,3,30,0.4816889447983086,4,48
116,3243071,0.8544522535228009,1,6,1.0227446716250002,0,44,0.5401617088002446,2,40,0.3736498067294971,6,35,0.3616831916435828,5,45,0.0479999445167811,4,38
117,4305018,1.5001412185757648,0,3,0.6368515879285721,3,23,0.8662936281700042,2,41,0.6124461277816705,5,15,0.8898278237803333,1,19,0.8345808446833495,2,34
118,8403939,0.9986849989268312,1,6,0.5096872194980291,4,24,0.7634898790502779,3,21,0.4340801669680331,4,37,0.4878499119292755,5,46,0.8511535291463551,1,32
119,9734682,3.1910816429529185,0,0,2.3328663915352474,0,11,1.8487745340840875,0,9,2.561883474670416,0,2,2.2569226580787687,0,4,1.9726576019986808,0,10
120,7165905,3.217110193251516,0,0,0.8910416674575803,1,3,0.63763798512345,2,20,0.6343826309090472,1,17,0.4772850380221552,2,24,0.5723805050626631,3,24
121,6496844,0.68274586642598,1,8,0.5761892222463979,1,16,0.5303961492497188,1,13,0.3765567871284455,3,12,0.7447439218446201,1,11,1.2896719074033498,0,10
122,7897860,1.3088112253184274,0,1,0.4851891421782801,4,25,0.5734117457338905,7,18,0.4389127383914331,3,21,0.354519985114703,6,23,0.7013289464881315,2,18
123,3633567,1.5205438238121771,0,4,0.5846942978861963,4,28,0.5051628125762466,3,39,0.8433620688064695,1,7,0.7025446152072065,2,10,0.3546811806274552,3,22
124,3123531,1.2120852985471116,0,1,0.3540243494241603,3,26,0.1051881837945491,8,21,0.4919085194002042,3,15,0.2112283922366359,4,20,0.9652223845912276,1,22
125,5352345,0.64131322796552,1,6,0.9650214299526872,1,37,0.5802299134360508,2,30,0.231264361459583,6,35,0.231264361459583,4,45,0.1672746400697207,4,36
126,5011793,3.1910816429529185,0,0,2.3328663915352474,0,11,1.8487745340840875,0,9,2.561883474670416,0,2,2.2569226580787687,0,4,1.9726576019986808,0,10
127,9897147,0.4778545133800809,2,6,0.7616871215957016,7,36,0.1315633604330526,6,65,0.3962515468799956,2,32,0.1024539333990837,6,36,0.4484604752750861,4,44
128,6193171,0.9615164994464284,1,5,0.2443437741062298,9,40,0.419348914063283,24,73,0.3102829587081003,3,14,0.2392233086744626,3,22,0.4900248404992174,9,44
129,7794149,1.2099969286440977,0,6,0.6381515658996735,2,49,0.0089509255105629,26,72,0.9720651444240735,1,22,0.6180422235311673,4,29,0.1376219857094749,3,49
130,5785068,0.4971741089684802,2,5,0.2716911523605225,5,45,0.1035835051231463,24,73,0.5583261569453964,1,19,0.3668984919144505,2,26,0.1171397563472339,14,47
131,1068316,1.30015706737809,0,7,0.7201969821590923,3,39,0.0950197920713442,1,58,0.0677006677927765,3,32,0.1315061540282801,7,41,0.1428302323130687,4,45
132,3987488,1.3569388956530404,0,3,0.3554368329099523,10,31,0.2306956950368863,4,67,0.7171462188828165,1,7,0.1202098657272968,3,15,0.3330176037995705,4,33
133,9706684,0.7667891477853136,2,5,0.1252567371154016,12,36,0.2676740619465687,24,73,0.3671598552904337,2,14,0.4681201750533026,2,21,0.2887500707266558,12,41
134,8865808,0.535914677307551,1,5,0.3325463403358407,10,31,0.3635978736012425,5,40,0.372075381462203,5,20,0.0936345122765208,4,29,0.2873711472044898,5,35
135,6077575,1.1091974453514315,0,8,0.7824468520173854,2,18,1.0285830558079343,0,18,0.691874876757375,3,18,0.2882239494558599,3,15,0.6070872263953998,1,17
136,1265096,0.975567532708848,1,5,0.3861845769936711,2,46,0.2778602933612889,29,70,0.9017264169267706,2,22,0.2747638199488348,6,29,0.4218231729177167,5,48
137,7142793,2.4390629025760666,0,3,0.6230537268831096,2,3,0.0709880265642118,3,10,0.3935620598639875,8,14,0.4263748513498056,10,20,0.1786803531543292,2,6
138,3635183,1.3611313726996563,0,7,0.2086679724697889,5,40,0.7180447863623568,3,74,0.3467839733607301,2,28,0.0403123228204826,3,36,0.2692350065538067,6,50
139,9698387,0.862928249284455,1,6,0.4206068623073219,5,24,0.3633508352655494,3,21,0.6772183409949983,6,37,0.7261247712104291,5,46,0.3443702578791276,2,35
140,1710415,0.5558518664306986,2,2,0.6323212501091728,1,12,0.1693384185002535,4,19,0.3907542414906622,3,26,0.4172083073878502,3,24,0.1655145021133265,2,13
141,4338257,1.1042088097552298,0,2,0.2724441168097873,7,30,0.2777582495070605,7,64,1.0549742557076551,0,7,0.423386125998497,1,12,0.2102445368846109,7,33
142,1349596,1.166524230259097,0,8,0.3561541652307813,5,16,0.2591252051532073,3,16,0.1427148713877413,5,16,0.2215520920776741,4,17,0.3706214333015299,1,15
143,4744014,0.519888688968802,2,5,0.3708761802349896,10,39,0.0202877032719737,30,71,0.613973952483757,2,13,0.6001684359371954,2,20,0.0724806120027206,12,42
144,5048491,0.7513935530283194,1,4,0.2307280302479611,1,9,0.3137915767209266,1,11,0.1272582516628388,2,21,0.586083152016014,2,24,0.8549205225002139,2,7
145,8249118,1.4565827237301958,0,3,0.4529762031041219,10,31,0.3144203707941816,4,66,0.75641258109992,1,7,0.2146132180229832,4,15,0.4044474602842635,4,33
146,8917132,0.7612789285032624,1,3,0.2069436854017554,8,30,0.2615585266232709,11,65,1.0458827502923915,0,8,0.648531821461152,1,13,0.2326500618444321,9,34
147,5052600,0.9918774672669204,1,6,0.4556185212117756,4,23,0.7072455871507067,3,21,0.4298683746942582,4,37,0.4637385639017709,4,46,0.9012156285936708,1,32
148,9106672,1.0364274884697795,0,6,0.5536767725513669,1,5,0.4358769935053473,3,14,0.8263532969520402,2,19,0.2150212925003579,8,29,0.4070261078559784,1,16
149,5178125,0.8306392722925959,1,7,0.2856833022342674,9,42,0.2327833334175739,14,75,0.8426680935602496,1,27,0.2280373702207107,7,31,0.1254057979979416,9,53
150,2193493,1.278742301326906,0,7,0.4661555991419737,5,46,0.2974286958813914,26,73,0.8790471808598928,2,17,0.4462715441944939,3,25,0.337865141895651,5,47
151,9691975,1.0565855285022645,0,3,0.1357132611964855,8,30,0.1406750700345996,8,69,0.9176242408726146,1,7,0.3217146640045582,1,14,0.1324970941704462,8,35
152,9388946,0.8834525251332914,1,5,0.2924643015904365,3,47,0.3352261705997203,29,71,0.8132315151818095,2,22,0.2158802157331397,6,29,0.3294105560852277,6,47
153,8697884,0.3757812751517264,1,5,1.1941060488999995,0,7,0.2990201837118817,3,18,0.2811445226176354,4,30,0.2239848106181809,4,46,0.5052915485516195,4,40
154,2774067,0.8629167359106548,1,5,0.3789684207689304,9,42,0.4226734170376957,31,73,0.5006911175976249,2,14,0.1436249027614888,3,22,0.4359939097590847,10,44
155,7392182,0.7911939208091824,1,5,0.6194624423151867,5,46,0.2584448074911614,31,72,0.7091283105122891,2,16,0.3002108349622969,3,26,0.2054034341216472,10,46
156,4403465,1.1624449009242612,0,2,0.4080411303421766,4,27,1.0664289465168293,0,19,0.7391036385615316,3,28,0.4597834274977724,7,29,0.1978607987216713,4,22
157,9669265,0.9140576067247356,1,6,0.3718310362262901,1,48,0.2033697234685406,27,72,0.6821783260611601,2,22,0.4429910742448449,5,29,0.2990378425347599,5,49
158,8477007,1.2568246990059075,0,9,0.413924310768819,9,39,0.5970346787624662,4,72,0.2560656697556751,4,17,0.1996484171684222,5,21,0.4093529552303394,2,44
159,7755606,1.700595370666867,0,4,0.4863178446742545,1,13,0.5309078037102699,3,22,1.139002536158065,0,25,0.2243139304396877,3,22,0.4902451629539098,1,24
160,3116750,0.697542096283694,1,6,0.8650138566000428,2,36,0.5572792624765602,3,27,0.3097339152007676,6,34,0.3097339152007676,4,44,0.2163528231680225,4,35
161,6685704,0.8922432310550524,1,5,0.3587467594103128,9,41,0.4007092474153126,29,73,0.466686763399969,2,14,0.133561503568031,3,22,0.454932918273255,10,44
162,5991880,0.6582894209969206,1,2,0.4488316694514089,7,30,0.0509053490044951,12,65,1.3036730903761724,0,7,0.9596766608057676,1,12,0.1023053833658121,9,35
163,5992378,1.5001412185757648,0,3,0.6368515879285721,3,23,0.8662936281700042,2,41,0.6124461277816705,5,15,0.8898278237803333,1,19,0.8345808446833495,2,34
