listing_id,name,street,type,bathrooms,district,region,planning_area,subszone,built_year,no_of_units,area_size,date_listed,price,bedrooms,tenure_remains,tenure_years
7759356,riviera residences,11 riviera drive ,condominium,3.0,16,east region,bedok,bedok south,2007.0,138.0,1216.0,2021-12-11,2145000.0,3.0,1000000,999
5837628,the woodleigh residences,21 bidadari park drive ,apartment,2.0,13,central region,toa payoh,bidadari,1960.0,667.0,743.0,2021-12-30,1772100.0,2.0,99,99
4155203,kent ridge hill residences,56a south buona vista road ,condominium,2.0,5,central region,queenstown,pasir panjang 2,1930.0,548.0,786.0,2022-01-02,1408000.0,2.5,99,99
7875480,nouvel 18,16 anderson road ,condominium,4.0,10,central region,newton,orange grove,2014.0,156.0,2476.0,2021-12-13,7891400.0,4.0,1000000,999
5413784,marina bay residences,marina boulevard,condominium,3.0,1,central region,downtown core,central subzone,2010.0,428.0,1636.0,2021-10-12,4158000.0,3.0,99,99
8390262,mayfair gardens,rifle range road,condominium,2.0,21,central region,bukit timah,swiss club,1989.0,215.0,786.0,2021-12-06,1727000.0,2.0,99,99
5689201,heron bay,59 upper serangoon view ,condominium,2.0,19,north-east region,hougang,kangkar,2015.0,394.0,1227.0,2021-04-14,1353000.0,3.0,99,99
5665357,kopar at newton,8 makeway avenue ,apartment,4.0,9,central region,novena,moulmein,1930.0,378.0,1528.0,2021-12-18,3848900.0,4.0,99,99
2806568,d'leedon,13 leedon heights ,condominium,1.0,10,central region,bukit timah,farrer court,2014.0,1715.0,635.0,2021-12-29,1485000.0,2.0,99,99
8257981,the iveria,2 kim yam road ,apartment,2.0,9,central region,river valley,institution hill,1960.0,51.0,947.0,2021-12-13,2620200.0,3.0,1000000,999
8846036,nomu,20 handy road ,apartment,4.0,9,central region,museum,dhoby ghaut,2009.0,50.0,3659.0,2021-10-24,7590000.0,3.0,1000000,999
1113014,le nouvel ardmore,1a ardmore park ,condominium,6.0,10,central region,newton,orange grove,2014.0,43.0,3821.0,2021-05-04,17806800.0,4.0,1000000,999
9357059,suites @ eastcoast,173 upper east coast road ,condominium,1.0,15,east region,bedok,frankel,2012.0,116.0,409.0,2021-12-06,715000.0,0.0,1000000,999
9087282,avenue south residence,silat avenue,apartment,2.0,3,central region,bukit merah,kampong tiong bahru,1930.0,1074.0,657.0,2021-12-12,1383800.0,2.0,99,99
6968484,sky everton,everton road,apartment,4.0,2,central region,bukit merah,everton park,1930.0,262.0,1346.0,2021-12-14,4085400.0,4.0,1000000,999
6417650,forett@bukit timah,toh tuck road,apartment,2.0,21,central region,bukit timah,anak bukit,1930.0,,689.0,2021-11-13,1603800.0,2.0,1000000,999
2679634,sky everton,everton road,apartment,,2,central region,bukit merah,everton park,1930.0,262.0,1819.0,2022-01-02,6248000.0,5.0,1000000,999
4690585,d'leedon,leedon heights,condominium,1.0,10,central region,bukit timah,farrer court,2014.0,1715.0,937.0,2021-10-01,1793000.0,2.0,99,99
3791127,ki residences at brookvale,brookvale drive,condominium,2.0,21,west region,clementi,sunset way,1930.0,660.0,700.0,2022-01-04,1398100.0,2.0,999,999
3394015,eco,bedok south avenue 3,condominium,2.0,16,east region,bedok,bedok south,2017.0,748.0,840.0,2021-10-12,1438800.0,2.0,99,99
9728780,royalgreen,anamalai avenue,condominium,4.0,10,central region,bukit timah,holland road,2021.0,285.0,1475.0,2021-12-14,3940600.0,4.5,1000000,999
7229170,commonwealth towers,230 commonwealth avenue ,condominium,1.0,3,central region,queenstown,margaret drive,2017.0,845.0,474.0,2021-03-12,935000.0,1.0,99,99
9353828,loft @ stevens,stevens road,apartment,1.0,10,central region,tanglin,nassim,2013.0,44.0,947.0,2021-10-12,1870000.0,1.0,1000000,999
6265370,the boutiq,145 killiney road ,apartment,2.0,9,central region,river valley,oxley,2012.0,130.0,883.0,2021-12-22,2449600.0,2.0,1000000,999
5817585,the acacias,sommerville road,apartment,2.0,13,north-east region,serangoon,lorong chuan,2009.0,65.0,1572.0,2021-12-08,2255000.0,3.0,1000000,999
1236878,treasure at tampines,tampines lane,condominium,2.0,18,east region,tampines,tampines east,1930.0,2203.0,678.0,2021-12-17,1210000.0,2.0,99,99
7115005,sloane residences,balmoral road,apartment,2.0,10,central region,tanglin,nassim,2021.0,52.0,743.0,2021-12-27,2679600.0,2.0,1000000,999
7223843,pullman residences newton,dunearn road,apartment,2.0,11,central region,novena,moulmein,1930.0,340.0,667.0,2021-12-14,1994300.0,2.0,1000000,999
7058537,nouvel 18,18 anderson road ,condominium,3.0,10,central region,newton,orange grove,2014.0,156.0,5456.0,2021-12-22,36756500.0,4.5,1000000,999
2444242,jalan besar,225 jalan besar ,condominium,3.0,8,central region,kallang,lavender,1970.0,,1442.0,2021-03-15,2750000.0,3.0,0,99
4483430,midtown bay,122 beach road ,apartment,3.0,7,central region,downtown core,city hall,2021.0,219.0,1324.0,2021-12-28,4610100.0,3.0,99,99
6804904,one-north eden,slim barracks rise,apartment,,5,central region,queenstown,one north,2025.0,165.0,1259.0,2022-01-01,2651000.0,4.5,99,99
6007284,provence residence,35 canberra crescent ,condominium,3.0,27,north region,sembawang,sembawang east,2026.0,413.0,1044.0,2021-12-26,1234200.0,3.0,99,99
5687067,the florence residences,hougang avenue 2,apartment,2.0,19,north-east region,hougang,kovan,1930.0,1410.0,936.0,2021-12-07,1439900.0,3.0,99,99
2827153,affinity at serangoon,20 serangoon north avenue 1 ,apartment,1.0,19,north-east region,serangoon,serangoon garden,2024.0,1052.0,624.0,2022-01-05,1229800.0,2.0,99,99
7313306,sims avenue,sims avenue,condominium,2.0,14,central region,geylang,aljunied,1985.0,,700.0,2021-11-13,1538900.0,2.0,99,99
8062263,newest,3 west coast drive ,apartment,4.0,5,west region,clementi,west coast,2016.0,136.0,2863.0,2022-01-02,2695000.0,4.0,999,999
4081396,j gateway,2 j gateway ,condominium,1.0,22,west region,jurong east,jurong gateway,2016.0,738.0,624.0,2021-10-11,1097800.0,2.0,99,99
7190174,d'leedon,leedon heights,condominium,2.0,10,central region,bukit timah,farrer court,2014.0,1715.0,1076.0,2022-01-05,1958000.0,2.0,99,99
2852197,bartley vue,jalan bunga rampai,apartment,2.0,19,central region,toa payoh,joo seng,2026.0,115.0,947.0,2021-12-14,1822700.0,3.0,99,99
8045191,one pearl bank,1 pearl bank ,apartment,1.0,3,central region,outram,pearl's hill,1930.0,774.0,431.0,2021-12-29,1221000.0,1.0,99,99
2891239,the avenir,8 river valley close ,condominium,3.0,9,central region,river valley,institution hill,2023.0,376.0,1141.0,2021-12-30,3603600.0,3.0,1000000,999
7527705,the concourse,300 beach road ,condominium,5.0,7,central region,downtown core,nicoll,1996.0,360.0,11130.0,2021-06-15,28380000.0,7.0,99,99
1769740,midwood,hillview rise,condominium,4.0,23,west region,bukit batok,hillview,1930.0,564.0,1259.0,2021-12-11,2090000.0,4.0,99,99
8445188,one dusun residences,jalan dusun,apartment,1.0,12,central region,novena,balestier,2016.0,154.0,452.0,2021-10-30,913000.0,2.0,1000000,999
4092252,boulevard 88,orchard boulevard,apartment,3.0,10,central region,orchard,tanglin,2023.0,154.0,1313.0,2022-01-01,5263500.0,2.0,1000000,999
1586834,canninghill piers,canninghill piers,apartment,2.0,6,central region,singapore river,clarke quay,1970.0,696.0,938.0,2021-12-17,2750000.0,3.0,99,99
4381417,skies miltonia,miltonia close,condominium,3.0,27,north region,yishun,lower seletar,2016.0,420.0,2551.0,2021-10-26,2795100.0,3.0,99,99
1801155,boathouse residences,33 upper serangoon view ,condominium,1.0,19,north-east region,hougang,kangkar,2015.0,493.0,732.0,2021-12-21,935000.0,1.5,99,99
7056870,mori,guillemard road,apartment,2.0,14,central region,geylang,aljunied,2026.0,137.0,721.0,2021-12-18,1426700.0,2.0,1000000,999
8447875,loft @ stevens,stevens road,apartment,1.0,10,central region,tanglin,nassim,2013.0,44.0,377.0,2022-01-03,1064800.0,1.0,1000000,999
4194272,the lumos,leonie hill,apartment,3.0,9,central region,river valley,leonie hill,2011.0,53.0,1754.0,2021-10-02,4370300.0,3.0,1000000,999
6430293,rymden 77,lorong h telok kurau,apartment,3.0,15,east region,bedok,frankel,1930.0,31.0,1184.0,2021-12-30,2267000.0,4.0,1000000,999
1730499,forett@bukit timah,toh tuck road,apartment,1.0,21,central region,bukit timah,anak bukit,1930.0,,570.0,2021-11-08,1262800.0,2.0,1000000,999
6653026,trevista,23 lor 3 toa payoh ,condominium,1.0,12,central region,toa payoh,braddell,2012.0,590.0,689.0,2021-11-27,1320000.0,1.0,99,99
6388382,duo residences,1 fraser street ,apartment,3.0,7,central region,downtown core,bugis,2017.0,660.0,1722.0,2022-01-02,4642000.0,3.0,99,99
5433116,urban treasures,205 jalan eunos ,condominium,1.0,14,east region,bedok,kaki bukit,1930.0,237.0,635.0,2021-04-15,1299100.0,2.0,1000000,999
2345673,twentyone angullia park,21 angullia park ,condominium,3.0,9,central region,river valley,one tree hill,2014.0,54.0,2260.0,2021-05-19,8668000.0,3.0,1000000,999
2215937,lorong 34 geylang,16 lorong 34 geylang ,condominium,2.0,14,central region,geylang,aljunied,2001.0,,1152.0,2021-12-27,1320000.0,2.0,1000000,999
1294745,boulevard 88,orchard boulevard,apartment,2.0,10,central region,orchard,tanglin,2023.0,154.0,1313.0,2021-12-25,5263500.0,2.0,1000000,999
4401405,provence residence,canberra crescent,condominium,4.0,27,north region,sembawang,sembawang east,2026.0,413.0,1399.0,2021-12-13,1812800.0,4.0,99,99
1426356,penrose,sims drive,apartment,3.0,14,central region,geylang,aljunied,1960.0,566.0,1184.0,2021-12-09,2099900.0,3.0,99,99
5695325,trilive,113 tampines road ,condominium,2.0,19,north-east region,hougang,lorong ah soo,2018.0,222.0,904.0,2022-01-03,1705000.0,3.0,1000000,999
2434614,pullman residences newton,dunearn road,apartment,3.0,11,central region,novena,moulmein,1930.0,340.0,1163.0,2021-12-30,3421000.0,3.0,1000000,999
7616417,eden residences capitol,stamford road,apartment,,6,central region,downtown core,city hall,2016.0,39.0,6609.0,2021-11-07,27423000.0,0.0,99,99
5757251,the coast at sentosa cove,276 ocean drive ,condominium,3.0,4,central region,southern islands,sentosa,2009.0,249.0,2583.0,2021-12-17,5115000.0,4.5,99,99
9480349,double bay residences,simei street 4,condominium,3.0,18,east region,tampines,simei,2012.0,646.0,1324.0,2021-10-09,1578500.0,3.0,99,99
9443025,seletar park residence,17 seletar road ,condominium,3.0,28,north-east region,serangoon,seletar hills,2015.0,276.0,2315.0,2021-09-24,2420000.0,3.0,99,99
5185451,the hyde,11 balmoral road ,condominium,1.0,10,central region,tanglin,nassim,1965.0,117.0,495.0,2021-12-08,1563800.0,1.0,1000000,999
3243071,the woodleigh residences,23 bidadari park drive ,apartment,2.0,13,central region,toa payoh,bidadari,1960.0,667.0,743.0,2021-12-24,1871100.0,2.0,99,99
4305018,meyer mansion,meyer road,apartment,3.0,15,central region,marine parade,mountbatten,1930.0,200.0,1109.0,2022-01-04,3047000.0,3.0,1000000,999
8403939,affinity at serangoon,42 serangoon north avenue 1 ,apartment,4.0,19,north-east region,serangoon,serangoon garden,2024.0,1052.0,2325.0,2022-01-01,2702700.0,5.5,99,99
9734682,marina collection,13 cove drive ,condominium,5.0,4,central region,southern islands,sentosa,2011.0,124.0,3789.0,2021-06-10,7755000.0,4.0,99,99
7165905,dairy farm residences,dairy farm lane,apartment,2.0,23,west region,bukit panjang,dairy farm,1930.0,460.0,721.0,2022-01-01,1313600.0,2.0,99,99
6496844,the sorrento,55 west coast road ,condominium,2.0,5,west region,clementi,clementi west,2015.0,131.0,1442.0,2021-12-23,2197800.0,2.5,1000000,999
7897860,residence twenty-two,246 telok kurau road ,apartment,3.0,15,east region,bedok,frankel,2021.0,22.0,1216.0,2021-12-22,2506800.0,3.0,1000000,999
3633567,reflections at keppel bay,5 keppel bay view ,condominium,2.0,4,central region,bukit merah,maritime square,2011.0,1129.0,1077.0,2021-08-05,2189000.0,2.0,99,99
3123531,amber 45,45 amber road ,apartment,5.0,15,central region,marine parade,marine parade,2020.0,139.0,1593.0,2021-12-30,4644200.0,4.0,1000000,999
5352345,the gazania,17 how sun drive ,condominium,2.0,19,north-east region,serangoon,upper paya lebar,1930.0,250.0,850.0,2021-12-27,2026200.0,3.0,1000000,999
5011793,marina collection,cove drive,condominium,4.0,4,central region,southern islands,sentosa,2011.0,124.0,3940.0,2021-10-08,7484400.0,5.0,99,99
9897147,one dusun residences,1 jalan dusun ,apartment,1.0,12,central region,novena,balestier,2016.0,154.0,484.0,2021-02-01,935000.0,2.0,1000000,999
6193171,up@robertson quay,robertson quay,apartment,2.0,9,central region,singapore river,robertson quay,2015.0,70.0,1119.0,2021-12-01,2587200.0,2.0,99,99
7794149,scotts square,scotts road,apartment,1.0,9,central region,orchard,boulevard,2011.0,338.0,624.0,2021-12-23,2728000.0,1.0,1000000,999
5785068,midtown modern,tan quee lan street,apartment,1.0,7,central region,downtown core,bugis,1930.0,558.0,409.0,2021-12-13,1617000.0,1.0,99,99
1068316,the poiz residences,12 meyappa chettiar road ,apartment,1.0,13,central region,toa payoh,potong pasir,2018.0,731.0,859.0,2021-10-12,1237500.0,2.5,99,99
3987488,sky everton,50 everton road ,apartment,5.0,2,central region,bukit merah,everton park,1930.0,262.0,2228.0,2021-12-31,7699800.0,6.0,1000000,999
9706684,river place,60 havelock road ,condominium,2.0,3,central region,singapore river,robertson quay,1999.0,492.0,1055.0,2021-12-10,1870000.0,2.0,99,99
8865808,primedge,45 lorong 34 geylang ,apartment,2.0,14,central region,geylang,aljunied,2014.0,36.0,979.0,2021-11-09,1375000.0,2.0,1000000,999
6077575,allsworth park,361 holland road ,condominium,4.0,10,central region,bukit timah,ulu pandan,1985.0,170.0,1959.0,2021-10-20,3960000.0,3.0,999,999
1265096,helios residences,17 cairnhill circle ,apartment,,9,central region,newton,cairnhill,2011.0,140.0,1281.0,2021-06-28,3608000.0,2.5,1000000,999
7142793,north park residences,yishun central 1,apartment,2.0,27,north region,yishun,yishun central,2018.0,920.0,1270.0,2021-12-25,2120800.0,4.0,99,99
3635183,eight riversuites,whampoa east,condominium,2.0,12,central region,kallang,bendemeer,2016.0,862.0,979.0,2021-12-20,1683000.0,3.0,99,99
9698387,39 flower road,39 flower road ,condominium,4.0,19,north-east region,hougang,kovan,1998.0,,2260.0,2022-01-03,2860000.0,6.0,1000000,999
1710415,j gateway,gateway drive,condominium,1.0,22,west region,jurong east,jurong gateway,2016.0,738.0,474.0,2021-10-09,968000.0,1.0,99,99
4338257,76 shenton,shenton way,apartment,1.0,2,central region,downtown core,anson,2014.0,202.0,592.0,2021-10-05,1331000.0,1.0,99,99
1349596,parc clematis,8a jalan lempeng ,apartment,2.0,5,west region,clementi,faber,2023.0,1468.0,969.0,2021-12-21,2025100.0,3.0,99,99
4744014,canninghill piers,clarke quay,apartment,2.0,6,central region,singapore river,clarke quay,1970.0,696.0,829.0,2021-12-21,2415600.0,2.5,99,99
5048491,lake life,tao ching road,condominium,2.0,22,west region,jurong west,taman jurong,2016.0,546.0,1249.0,2022-01-03,1738000.0,4.0,99,99
8249118,spottiswoode residences,48 spottiswoode park road ,condominium,,2,central region,bukit merah,everton park,2013.0,351.0,603.0,2022-01-05,1518000.0,1.0,1000000,999
8917132,v on shenton,5a shenton way ,apartment,1.0,1,central region,downtown core,cecil,2017.0,510.0,721.0,2021-09-17,2200000.0,1.5,99,99
5052600,affinity at serangoon,18 serangoon north avenue 1 ,apartment,1.0,19,north-east region,serangoon,serangoon garden,2024.0,1052.0,474.0,2022-01-01,825000.0,1.0,99,99
9106672,livia,63 pasir ris grove ,condominium,5.0,18,east region,pasir ris,pasir ris central,2011.0,724.0,2679.0,2022-01-05,2915000.0,5.0,99,99
5178125,urban lofts,rangoon road,apartment,1.0,8,central region,kallang,kampong java,2010.0,46.0,431.0,2021-11-09,811800.0,1.0,1000000,999
2193493,the lumos,leonie hill,apartment,3.0,9,central region,river valley,leonie hill,2011.0,53.0,2432.0,2021-12-04,6380000.0,4.5,1000000,999
9691975,icon,10 gopeng street ,apartment,1.0,2,central region,downtown core,tanjong pagar,2007.0,646.0,570.0,2021-12-28,1188000.0,1.0,99,99
9388946,the peak @ cairnhill i,cairnhill circle,apartment,1.0,9,central region,newton,cairnhill,2014.0,52.0,689.0,2022-01-03,1870000.0,1.0,1000000,999
8697884,riverfront residences,43 hougang avenue 7 ,apartment,2.0,19,north-east region,hougang,kangkar,2024.0,1472.0,1485.0,2022-01-01,2439800.0,4.0,99,99
2774067,martin modern,martin place,condominium,2.0,9,central region,river valley,institution hill,2021.0,450.0,764.0,2021-12-07,1961300.0,2.0,99,99
7392182,lloyd sixtyfive,65 lloyd road ,apartment,1.0,9,central region,river valley,oxley,2016.0,76.0,710.0,2021-11-17,3099800.0,1.0,1000000,999
4403465,palmera east,lorong melayu,apartment,1.0,14,east region,bedok,kembangan,2012.0,32.0,635.0,2021-11-24,1089000.0,2.0,1000000,999
9669265,scotts 28,28 scotts road ,condominium,1.0,9,central region,newton,cairnhill,1998.0,136.0,1098.0,2021-10-09,2915000.0,2.0,1000000,999
8477007,principal garden,prince charles crescent,condominium,4.0,3,central region,bukit merah,alexandra north,2018.0,663.0,1195.0,2021-10-12,2552000.0,3.0,99,99
7755606,forett@bukit timah,38b toh tuck road ,apartment,4.0,21,central region,bukit timah,anak bukit,1930.0,,1884.0,2021-07-30,4350500.0,5.0,1000000,999
3116750,the lilium,31 how sun road ,condominium,4.0,19,north-east region,serangoon,upper paya lebar,2021.0,80.0,1291.0,2022-01-05,2640000.0,4.0,1000000,999
6685704,martin modern,10 martin place ,condominium,2.0,9,central region,river valley,institution hill,2021.0,450.0,883.0,2021-12-15,3105300.0,2.0,99,99
5991880,marina one residences,23 marina way ,apartment,3.0,1,central region,downtown core,central subzone,2017.0,1042.0,1593.0,2021-11-06,4495700.0,3.0,99,99
5992378,meyer mansion,79 meyer road ,apartment,2.0,15,central region,marine parade,mountbatten,1930.0,200.0,689.0,2021-12-24,2033900.0,2.0,1000000,999
9518089,normanton park,normanton park,apartment,3.0,5,central region,queenstown,kent ridge,1930.0,1862.0,1313.0,2022-01-01,2560800.0,4.5,99,99
5150925,peak residence,333 thomson road ,condominium,2.0,11,central region,novena,malcolm,2025.0,90.0,829.0,2021-12-25,2536000.0,2.0,1000000,999
5788113,the gazania,5 how sun drive ,condominium,2.0,19,north-east region,serangoon,upper paya lebar,1930.0,250.0,850.0,2021-12-26,2026200.0,3.0,1000000,999
8535046,fourth avenue residences,10 fourth avenue ,apartment,1.0,10,central region,bukit timah,coronation road,1930.0,476.0,646.0,2022-01-01,1595000.0,2.5,99,99
6704596,bartley vue,6 jalan bunga rampai ,apartment,1.0,19,central region,toa payoh,joo seng,2026.0,115.0,657.0,2021-12-26,1210000.0,2.0,99,99
3241519,pullman residences newton,18 dunearn road ,apartment,2.0,11,central region,novena,moulmein,1930.0,340.0,1163.0,2021-04-16,3554100.0,3.0,1000000,999
2972470,casa al mare,jalan loyang besar,apartment,3.0,17,east region,pasir ris,pasir ris park,2021.0,49.0,1130.0,2021-12-17,2005300.0,3.0,1000000,999
6700095,forett@bukit timah,32 toh tuck road ,apartment,1.0,21,central region,bukit timah,anak bukit,1930.0,,474.0,2021-09-05,1071400.0,1.0,1000000,999
6077678,the lilium,how sun road,condominium,2.0,19,north-east region,serangoon,upper paya lebar,2021.0,80.0,699.0,2021-12-28,1688800.0,2.0,1000000,999
1590584,d'nest,131 pasir ris grove ,condominium,2.0,18,east region,pasir ris,pasir ris central,2017.0,912.0,753.0,2021-12-31,1078000.0,2.0,99,99
9557868,one pearl bank,pearl bank,apartment,2.0,3,central region,outram,pearl's hill,1930.0,774.0,1432.0,2021-12-24,3113000.0,4.0,99,99
8899976,starlight suites,11 river valley close ,apartment,1.0,9,central region,river valley,institution hill,2014.0,105.0,775.0,2021-11-06,1875500.0,2.0,1000000,999
7594138,orchard scotts,anthony road,condominium,3.0,9,central region,newton,cairnhill,2007.0,387.0,1872.0,2021-11-04,3718000.0,3.0,99,99
7312098,concourse skyline,beach road,apartment,3.0,7,central region,downtown core,nicoll,2014.0,360.0,1389.0,2021-09-30,3740000.0,3.0,99,99
4309926,serenity park,tamarind road,condominium,3.0,28,north-east region,serangoon,seletar hills,1995.0,179.0,1313.0,2021-11-08,1650000.0,3.0,1000000,999
